College_ID,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0017,5.47,5.57,7,Yes,1,10,0,No
CLG0033,5.23,5.15,9,No,8,7,1,No
CLG0020,5.56,5.22,2,No,2,7,1,No
CLG0046,5.94,5.62,3,No,5,9,3,Yes
CLG0031,7.52,7.1,4,Yes,3,2,4,No
CLG0051,9.25,9.37,8,No,3,8,5,Yes
CLG0083,6.18,6.53,1,Yes,4,9,1,No
CLG0019,9.68,9.2,9,No,4,3,1,No
CLG0062,9.77,9.34,5,Yes,6,8,4,Yes
CLG0044,9.79,9.75,4,No,6,1,1,No
CLG0077,9.19,9.43,8,No,0,10,0,No
CLG0038,6.82,6.48,9,No,5,5,1,No
CLG0049,5.36,5.13,3,No,3,1,0,No
CLG0065,7.84,7.57,4,Yes,1,1,2,No
CLG0011,7.79,7.69,1,Yes,5,6,2,No
CLG0027,9.25,8.97,3,No,6,5,0,No
CLG0058,9.98,9.83,10,No,1,5,5,No
CLG0064,7.54,7.77,5,No,1,2,5,No
CLG0065,6.73,6.84,8,No,9,10,3,No
CLG0015,5.93,5.51,1,Yes,10,9,0,No
CLG0082,5.02,5.16,1,Yes,6,5,3,No
CLG0089,7.55,7.53,3,Yes,8,3,4,No
CLG0001,7.78,8.21,9,No,2,7,4,No
CLG0019,9.12,8.91,9,No,2,6,0,No
CLG0056,7.52,7.75,1,No,7,6,3,No
CLG0064,9.58,9.81,4,No,1,5,2,No
CLG0034,8.14,7.86,8,No,8,4,0,No
CLG0064,9.2,9.6,2,No,6,6,0,No
CLG0010,5.74,5.73,4,Yes,7,7,3,No
CLG0076,9.28,9.46,7,No,8,8,4,Yes
CLG0060,8.38,8.03,7,No,2,2,5,No
CLG0039,5.85,5.61,5,Yes,5,4,2,No
CLG0066,5.95,6.04,7,No,7,7,3,No
CLG0032,9.63,9.45,6,No,0,3,3,No
CLG0051,5.16,5.16,2,No,5,5,2,No
CLG0026,7.31,7.18,9,Yes,2,10,5,No
CLG0057,6.57,6.71,5,No,7,7,5,No
CLG0084,8.33,8.32,2,No,8,9,0,No
CLG0060,9.2,8.7,6,No,4,6,0,No
CLG0055,6.8,6.95,10,Yes,1,2,1,No
CLG0006,7.13,7.05,5,Yes,6,9,2,Yes
CLG0007,9.91,9.75,2,No,5,6,3,No
CLG0066,8.92,8.51,10,No,5,10,1,No
CLG0081,9.49,9.21,10,No,0,2,1,No
CLG0026,7.19,6.91,7,No,0,1,1,No
CLG0095,6.17,6.61,10,No,5,4,0,No
CLG0098,7.06,6.99,2,Yes,5,2,4,No
CLG0082,8.58,8.12,7,Yes,3,7,1,No
CLG0078,5.55,5.19,6,Yes,7,7,3,No
CLG0005,6.35,5.93,4,Yes,8,3,5,No
CLG0087,5.23,5.32,4,No,5,10,0,No
CLG0001,7.16,6.85,6,No,9,1,5,No
CLG0084,9.14,9.14,9,No,7,2,4,Yes
CLG0002,5.12,4.99,10,Yes,7,8,4,No
CLG0065,8.38,8.68,6,Yes,1,4,1,No
CLG0010,9.66,9.48,6,Yes,3,3,1,No
CLG0050,6.18,6.14,1,No,0,10,0,No
CLG0051,8.47,8.69,5,Yes,0,7,1,No
CLG0069,9.88,9.81,1,No,5,10,0,No
CLG0041,9.81,10.1,9,No,6,4,4,Yes
CLG0058,6.17,6.33,10,No,4,2,3,No
CLG0077,5.5,5.41,4,Yes,7,3,3,No
CLG0068,5.74,5.74,2,No,8,4,2,No
CLG0024,8.51,8.98,9,No,3,1,5,No
CLG0091,8.63,8.79,6,Yes,0,8,2,Yes
CLG0056,8.37,8.77,10,Yes,5,8,2,Yes
CLG0100,6.68,6.36,3,No,0,5,3,No
CLG0036,5.85,5.83,2,Yes,1,6,1,No
CLG0002,7.9,8.31,6,Yes,10,4,0,No
CLG0096,7.42,7.24,10,Yes,3,3,3,No
CLG0056,8.64,9.11,6,Yes,3,3,2,No
CLG0081,7.21,6.81,9,Yes,5,4,2,No
CLG0012,6.69,7.09,5,No,7,6,5,No
CLG0012,6.47,6.42,9,No,2,2,1,No
CLG0085,6.06,5.63,5,No,5,6,2,No
CLG0072,6.33,6.71,2,Yes,2,8,2,No
CLG0022,5.47,5.22,1,Yes,1,9,0,No
CLG0074,6.73,6.25,9,Yes,3,4,1,No
CLG0084,5.18,4.82,10,No,3,5,4,No
CLG0062,5.93,6.09,7,Yes,1,8,4,No
CLG0064,8.73,9.21,3,No,10,10,2,Yes
CLG0028,6.63,6.24,6,Yes,2,2,2,No
CLG0089,8.34,8.3,10,No,8,10,0,Yes
CLG0028,8.58,8.26,4,No,9,2,4,No
CLG0004,7.91,8.16,9,Yes,8,9,1,No
CLG0045,9.79,9.41,2,No,9,6,1,No
CLG0090,5.11,4.85,4,No,6,10,3,No
CLG0013,8.69,8.39,1,No,1,9,5,Yes
CLG0083,9.79,9.84,7,No,4,10,3,Yes
CLG0098,9.31,9.68,4,Yes,7,7,1,No
CLG0080,5.84,5.85,5,No,0,5,3,No
CLG0004,6.63,6.19,1,Yes,0,9,5,Yes
CLG0061,5.86,5.92,2,Yes,10,9,5,No
CLG0084,8.01,8.31,4,Yes,10,2,0,No
CLG0026,8.56,8.19,2,Yes,5,8,2,Yes
CLG0094,6.59,6.16,1,Yes,6,8,1,No
CLG0006,7.7,7.39,10,No,6,2,4,No
CLG0077,8.45,8.7,1,No,2,10,4,Yes
CLG0056,7.11,7.2,6,No,9,7,1,No
CLG0100,9.27,9.31,2,No,3,1,3,No
CLG0081,8.86,8.61,3,No,8,5,3,No
CLG0027,5.32,5.15,5,Yes,10,5,1,No
CLG0035,8.11,8.58,3,Yes,9,10,1,Yes
CLG0097,6.18,5.92,6,No,3,5,1,No
CLG0082,7.79,8.19,7,No,4,2,0,No
CLG0058,9.78,9.86,10,Yes,5,3,4,No
CLG0084,9.4,9.02,6,Yes,6,6,0,No
CLG0063,7.02,6.99,2,Yes,4,1,5,No
CLG0033,6.46,6.91,9,No,6,6,0,No
CLG0095,6.17,6.09,2,No,1,6,2,No
CLG0083,7.66,8.02,6,No,6,7,0,No
CLG0097,5.57,5.33,9,No,4,9,5,Yes
CLG0081,7.75,7.82,9,No,9,9,4,Yes
CLG0033,5.01,5.35,2,No,4,4,3,No
CLG0100,6.62,7.04,9,No,10,2,4,No
CLG0069,6.1,6.09,8,No,5,5,1,No
CLG0040,9.86,10,7,Yes,8,1,5,No
CLG0047,8.64,8.14,8,No,3,5,1,No
CLG0045,6.75,6.5,10,Yes,4,10,1,No
CLG0027,5.46,5.24,8,No,4,3,0,No
CLG0007,7.58,7.17,1,Yes,2,7,5,No
CLG0058,6.07,5.85,9,Yes,2,7,2,No
CLG0014,7.68,7.5,6,No,0,3,3,No
CLG0004,9.18,9.65,1,No,3,5,0,No
CLG0082,8.08,8.25,1,Yes,8,9,1,Yes
CLG0034,8.17,8.1,7,No,1,4,4,No
CLG0080,7.71,8.2,10,No,9,2,1,No
CLG0091,9.64,9.29,2,Yes,3,3,4,No
CLG0038,9.66,9.64,6,Yes,8,1,3,No
CLG0020,7.56,7.71,5,No,8,5,1,No
CLG0046,6.53,6.09,5,Yes,7,9,5,No
CLG0019,7.3,7.52,10,No,1,2,5,No
CLG0001,5.93,5.53,6,Yes,10,3,3,No
CLG0023,8.18,7.82,8,Yes,2,3,1,No
CLG0062,7.5,7.16,5,Yes,5,7,1,No
CLG0073,5.52,5.95,8,Yes,1,10,4,No
CLG0028,5.99,6.17,5,No,2,7,2,No
CLG0084,7.4,7.56,10,No,0,1,5,No
CLG0080,9.44,9.5,6,Yes,3,3,4,Yes
CLG0077,7.83,7.62,8,Yes,10,1,0,No
CLG0033,8.41,8.53,2,No,5,9,3,Yes
CLG0003,6.7,6.61,7,Yes,0,7,3,No
CLG0079,7.86,7.51,3,No,0,5,2,No
CLG0016,7.24,7.43,9,Yes,7,7,1,No
CLG0030,8.3,7.93,10,Yes,6,3,3,No
CLG0025,5.25,4.94,7,Yes,6,3,2,No
CLG0078,7.47,7.79,3,Yes,6,1,0,No
CLG0001,6.48,6.64,8,No,4,5,3,No
CLG0033,6.63,6.76,10,Yes,3,7,0,No
CLG0037,9.8,9.72,2,Yes,6,3,5,No
CLG0029,5.91,5.81,10,No,10,5,4,No
CLG0037,6.56,6.75,8,No,2,10,3,No
CLG0061,7.55,7.79,7,No,8,1,3,No
CLG0008,9.32,9.33,5,Yes,1,7,1,No
CLG0001,7.08,7.55,4,Yes,0,8,0,No
CLG0063,8.72,9.18,10,No,7,8,4,Yes
CLG0088,9.28,9.19,10,No,5,1,2,No
CLG0065,6.55,6.87,1,No,3,4,4,No
CLG0046,6.96,7,4,Yes,9,9,3,Yes
CLG0043,6.78,6.79,6,Yes,8,2,5,No
CLG0010,9.16,8.71,6,No,4,1,0,No
CLG0082,5.22,5.29,2,No,10,6,3,No
CLG0085,6.54,6.94,9,Yes,0,1,2,No
CLG0010,8.4,8.68,1,No,0,6,2,No
CLG0062,7.83,8.12,4,Yes,6,1,3,No
CLG0086,7.18,6.84,4,No,0,6,5,No
CLG0051,7.7,7.56,2,No,5,9,3,Yes
CLG0045,5.99,5.72,8,No,6,5,3,No
CLG0073,7.15,6.97,2,No,10,4,0,No
CLG0073,7.51,7.59,2,Yes,9,8,1,No
CLG0045,9.51,9.37,2,Yes,4,4,2,No
CLG0085,6.3,6.36,1,No,2,4,0,No
CLG0058,9.34,9.28,5,Yes,2,9,2,Yes
CLG0095,8.22,8.01,4,No,1,1,3,No
CLG0066,5.1,4.7,2,No,10,3,2,No
CLG0024,8.62,9.01,1,Yes,0,4,5,No
CLG0097,5.18,4.69,1,No,10,8,5,No
CLG0075,9.99,9.49,2,Yes,7,1,5,No
CLG0065,9.36,9.69,1,Yes,8,3,4,No
CLG0055,6.49,6.99,9,No,1,2,2,No
CLG0051,6.29,6.52,2,No,3,6,5,No
CLG0072,6.91,6.43,3,Yes,2,9,4,No
CLG0073,6.78,6.51,9,Yes,3,10,0,No
CLG0021,6.86,7.33,5,No,3,9,0,No
CLG0047,6.59,6.9,8,Yes,7,10,5,No
CLG0022,8.11,8.18,7,No,10,5,4,No
CLG0029,5.82,5.56,6,No,2,3,2,No
CLG0040,9.23,8.74,2,Yes,2,8,5,Yes
CLG0003,9.06,8.58,4,No,5,9,0,No
CLG0049,7.38,7.49,9,Yes,10,9,2,Yes
CLG0025,9.26,8.78,7,No,2,1,1,No
CLG0082,6.24,6.73,3,Yes,4,10,5,No
CLG0011,5.09,4.77,6,Yes,3,5,1,No
CLG0094,8.1,8.31,8,No,10,10,5,Yes
CLG0089,7.29,6.95,8,No,3,9,4,No
CLG0075,7.84,7.88,8,No,1,3,4,No
CLG0098,9.5,9.08,8,Yes,8,7,2,No
CLG0088,9.85,10.12,10,No,4,9,1,Yes
CLG0048,8.17,8.25,6,Yes,4,2,1,No
CLG0032,8.82,8.41,10,No,6,2,4,No
CLG0003,5.42,5.77,3,Yes,2,5,3,No
CLG0045,5.8,5.85,9,No,5,8,2,No
CLG0089,8.67,9.09,3,Yes,0,10,2,Yes
CLG0020,7.16,7.58,4,Yes,4,5,0,No
CLG0020,7.23,7.65,10,No,4,8,4,No
CLG0051,6.54,6.12,1,No,8,4,0,No
CLG0081,8.04,7.66,2,Yes,4,9,3,No
CLG0020,5.93,6.42,6,No,7,4,0,No
CLG0082,8.13,8.12,1,Yes,2,5,3,No
CLG0014,5.87,5.61,9,No,10,7,0,No
CLG0098,5.32,5.59,8,No,5,9,4,No
CLG0080,6.65,6.41,2,No,1,5,3,No
CLG0032,6.16,6.39,2,No,8,7,2,No
CLG0072,9.44,9.78,8,Yes,5,4,4,No
CLG0042,5.27,5.55,8,No,4,2,4,No
CLG0080,5.88,5.65,1,No,8,2,5,No
CLG0039,7.74,7.64,5,Yes,0,5,1,No
CLG0038,7.41,7.32,2,Yes,2,2,2,No
CLG0064,5.23,5.22,1,No,1,2,0,No
CLG0004,5.04,4.71,3,No,8,2,4,No
CLG0099,9.94,9.89,3,Yes,10,4,0,No
CLG0092,8.29,8.3,10,No,5,8,4,Yes
CLG0063,6.83,6.86,9,Yes,10,7,2,No
CLG0061,7.35,7.67,10,No,5,5,4,No
CLG0078,6.33,6.35,1,No,4,7,0,No
CLG0005,6.72,6.45,2,No,3,6,0,No
CLG0066,8.25,8.41,9,Yes,3,8,2,Yes
CLG0045,9.41,9.71,5,No,1,8,0,Yes
CLG0050,5.92,5.74,9,No,6,7,3,No
CLG0088,9.2,9.35,6,Yes,5,5,4,No
CLG0003,5.61,5.26,10,No,2,6,3,No
CLG0023,6.07,5.91,10,No,6,10,1,No
CLG0011,5.19,5.6,3,No,8,8,1,No
CLG0038,5.7,6.11,8,No,9,7,5,No
CLG0056,9.59,9.67,9,No,0,5,5,No
CLG0035,7.3,7.5,2,No,10,10,4,No
CLG0065,5.39,5.74,9,Yes,9,8,0,No
CLG0006,9.8,10.26,4,No,7,4,2,No
CLG0070,9.39,9.38,8,No,1,6,1,No
CLG0040,8.77,8.83,5,No,0,4,0,No
CLG0090,9.67,9.59,6,No,8,5,5,No
CLG0035,6.1,5.67,4,No,1,10,2,Yes
CLG0013,9.18,9.1,5,No,6,3,4,No
CLG0025,8.45,8.74,1,No,6,2,0,No
CLG0086,9.35,9.65,3,Yes,0,1,3,No
CLG0081,8.98,9.37,4,No,9,3,4,No
CLG0078,6.73,6.28,1,No,0,1,1,No
CLG0067,8.87,8.9,3,Yes,6,6,4,No
CLG0068,6.31,5.92,4,No,5,2,4,No
CLG0099,6.64,6.34,9,Yes,3,3,2,No
CLG0047,5.54,5.94,3,No,2,8,1,No
CLG0055,9.68,9.68,3,No,4,5,5,No
CLG0092,6.46,6.72,4,No,4,2,2,No
CLG0043,7.6,7.16,9,No,10,2,4,No
CLG0002,6.96,6.88,9,No,2,3,0,No
CLG0045,9.8,9.97,1,No,5,3,3,Yes
CLG0048,6.68,6.31,8,No,2,8,3,No
CLG0062,8.89,8.72,10,No,3,5,2,Yes
CLG0038,9.28,8.84,1,No,2,8,0,No
CLG0047,7.18,7.33,2,No,5,4,3,No
CLG0004,6.89,7.36,10,Yes,8,9,0,No
CLG0060,8.74,9.07,5,No,2,3,5,Yes
CLG0049,9.56,10.03,6,No,0,2,5,No
CLG0076,8.77,9.12,2,No,6,6,2,No
CLG0034,6.14,6.5,10,Yes,4,4,1,No
CLG0044,9.44,9.52,5,Yes,3,2,0,No
CLG0094,6.94,6.96,3,Yes,2,6,0,No
CLG0085,7.88,7.79,7,No,6,4,1,No
CLG0056,9.16,9.48,1,No,1,10,4,Yes
CLG0092,5.94,5.62,5,No,10,4,4,No
CLG0042,8.92,8.48,3,No,3,10,4,Yes
CLG0050,7.98,8.43,2,Yes,1,4,2,No
CLG0069,9.47,8.97,3,No,9,4,4,No
CLG0033,5.86,6.34,10,No,7,8,2,Yes
CLG0098,7.1,7.33,4,Yes,2,1,1,No
CLG0096,9.16,8.99,2,No,4,9,0,No
CLG0091,5.1,5.3,2,Yes,10,3,3,No
CLG0067,5.56,5.88,3,No,3,5,3,No
CLG0042,9.95,9.7,2,No,4,5,2,No
CLG0044,6.4,6.67,6,No,3,4,2,No
CLG0068,9.88,10.18,2,No,7,4,5,No
CLG0100,5.91,5.66,1,No,5,7,0,No
CLG0057,6.81,6.35,8,No,0,4,1,No
CLG0036,8.76,8.46,10,No,4,10,0,Yes
CLG0041,8.29,7.99,4,No,0,3,5,No
CLG0056,7.91,7.48,2,No,2,9,2,No
CLG0003,7.65,7.88,4,Yes,10,4,0,No
CLG0056,9.22,9.1,2,No,5,4,2,No
CLG0056,6.17,6.55,5,No,8,10,3,Yes
CLG0065,7.21,6.96,7,No,2,8,0,No
CLG0039,5.78,5.73,6,No,3,7,1,No
CLG0040,7.98,8.12,2,No,9,4,3,No
CLG0039,6.25,6.63,4,No,0,8,1,No
CLG0027,6.67,6.69,8,No,9,10,1,No
CLG0067,7.36,7.23,7,Yes,1,2,2,No
CLG0100,5.13,5.5,7,No,6,9,1,No
CLG0094,5.46,5.27,4,No,7,2,5,No
CLG0065,8.43,8.01,1,Yes,0,10,4,Yes
CLG0074,7.14,7.09,7,No,8,3,1,No
CLG0003,9.32,9.61,6,No,5,6,0,No
CLG0003,8.47,8,8,Yes,0,7,5,No
CLG0037,5.04,5.13,5,No,3,9,2,No
CLG0098,8.08,8.17,8,Yes,3,8,2,Yes
CLG0020,5.47,5.9,10,Yes,6,6,5,No
CLG0011,8.9,8.69,8,No,0,8,4,Yes
CLG0083,9.96,9.74,9,Yes,9,5,2,Yes
CLG0091,7.66,7.6,1,No,8,10,2,No
CLG0024,8.41,8.27,3,No,0,10,3,Yes
CLG0070,6.19,6.43,6,No,9,9,3,No
CLG0065,7.19,7.33,4,No,2,4,3,No
CLG0083,9.28,9.54,8,Yes,0,1,4,Yes
CLG0074,5.84,6.16,10,No,0,8,5,No
CLG0032,6.33,6.75,1,No,3,5,2,No
CLG0062,7.23,7.16,5,Yes,1,9,2,Yes
CLG0055,8.56,9.04,4,Yes,8,3,2,Yes
CLG0036,6.88,6.6,1,No,0,9,1,No
CLG0066,9.64,9.85,10,No,2,8,2,Yes
CLG0037,5.47,5.5,6,No,1,6,2,No
CLG0014,6.85,7.17,10,Yes,0,10,5,No
CLG0046,8.54,8.52,3,No,10,10,0,No
CLG0077,6.13,6.41,5,Yes,8,8,0,No
CLG0056,8.28,8.71,6,No,4,8,2,Yes
CLG0050,5.82,6.05,4,No,10,7,1,No
CLG0061,5.28,5.56,10,Yes,5,7,1,No
CLG0017,5.61,5.18,10,Yes,7,3,4,No
CLG0027,9.65,9.35,6,No,6,7,4,No
CLG0054,7.76,8.23,7,Yes,6,3,5,Yes
CLG0029,8.98,9.17,2,No,8,9,2,Yes
CLG0013,6.66,6.72,7,Yes,2,5,3,No
CLG0049,7.96,7.83,7,No,9,8,1,No
CLG0025,7.47,7.01,2,Yes,7,3,3,No
CLG0088,9.73,9.6,3,No,5,3,4,No
CLG0100,8.74,8.74,3,No,7,3,1,No
CLG0023,8.65,8.36,1,Yes,3,8,3,Yes
CLG0026,5.23,4.9,1,Yes,0,9,2,No
CLG0048,7.75,7.76,10,No,10,7,3,No
CLG0036,7.33,7.42,6,No,2,1,4,No
CLG0006,9.64,9.38,9,Yes,9,6,1,No
CLG0080,6.29,6.38,9,Yes,2,3,1,No
CLG0074,6.35,6.75,1,Yes,0,1,1,No
CLG0039,7.06,7.03,7,No,4,10,2,No
CLG0057,6.22,6.58,6,No,5,2,1,No
CLG0091,5.65,6.08,4,No,8,3,3,No
CLG0066,9.29,8.88,3,No,7,7,0,No
CLG0010,7.79,7.39,9,Yes,3,6,5,No
CLG0072,9.31,9.29,10,Yes,5,2,5,No
CLG0009,9.16,9.25,5,No,2,5,0,No
CLG0077,6.41,6.34,8,No,0,1,5,No
CLG0072,7.74,7.57,4,No,8,3,2,No
CLG0027,5.42,5.56,4,No,7,1,3,No
CLG0046,9.58,9.08,6,Yes,5,3,5,Yes
CLG0063,7.02,7.49,6,No,2,2,2,No
CLG0042,6.97,6.7,3,Yes,10,4,0,No
CLG0085,6.51,6.93,2,No,4,5,5,No
CLG0041,7.3,6.91,9,No,8,3,1,No
CLG0034,6.26,6,2,No,6,10,0,No
CLG0093,6.87,6.6,9,Yes,1,5,0,No
CLG0030,9,9.5,8,No,5,7,0,No
CLG0044,9.17,8.67,10,Yes,8,10,2,Yes
CLG0080,6.52,6.66,7,Yes,10,9,4,No
CLG0001,7.35,7.72,5,No,10,8,2,No
CLG0045,9.37,9.54,3,No,9,6,4,No
CLG0047,5.26,5.12,2,No,0,9,2,No
CLG0093,9.45,9.91,8,Yes,4,8,5,Yes
CLG0030,6.1,6.49,2,No,8,4,5,No
CLG0022,8.39,8.32,8,Yes,2,2,5,No
CLG0015,7.91,7.98,5,Yes,2,9,0,No
CLG0084,7.76,8.23,9,No,9,6,1,No
CLG0038,9.3,9.78,4,Yes,8,10,3,Yes
CLG0023,5.51,5.46,8,Yes,2,8,4,No
CLG0031,6.74,7.09,7,Yes,10,8,2,No
CLG0057,7.69,7.49,8,Yes,8,4,5,No
CLG0081,9.06,8.93,5,No,9,10,1,No
CLG0035,6.08,5.74,2,No,2,5,3,No
CLG0066,9.01,8.72,7,No,7,1,1,No
CLG0053,7,7.16,3,Yes,9,9,5,No
CLG0031,5.94,5.95,10,No,8,7,4,No
CLG0026,8.79,8.52,10,No,2,1,4,Yes
CLG0031,5.45,5.35,10,No,0,10,3,Yes
CLG0072,7.57,7.44,10,No,8,10,3,No
CLG0080,5.32,5.81,2,No,6,3,5,No
CLG0012,6.78,7.13,3,Yes,5,9,5,Yes
CLG0053,8.01,7.9,4,No,3,1,4,No
CLG0056,7.78,8.19,10,Yes,4,6,4,No
CLG0083,7.02,6.86,7,Yes,6,5,0,No
CLG0062,7.15,7.32,10,Yes,8,4,3,No
CLG0044,6.13,6.6,1,No,5,1,3,No
CLG0058,7.28,7.17,6,Yes,3,7,4,No
CLG0077,9.77,9.95,6,No,3,1,2,No
CLG0065,9.25,9.05,8,Yes,9,1,0,No
CLG0013,5.73,5.5,2,No,2,2,2,No
CLG0061,5.15,5.22,2,Yes,1,9,4,Yes
CLG0068,9.67,10.15,1,No,3,1,0,No
CLG0051,7.63,7.58,3,No,5,8,0,No
CLG0062,7.69,8.13,7,Yes,0,1,4,No
CLG0048,8.9,9.31,8,No,1,1,5,Yes
CLG0095,6.57,6.32,7,Yes,7,9,1,No
CLG0063,7.41,7.31,9,No,2,8,1,No
CLG0072,9.84,9.98,8,No,0,1,3,No
CLG0091,8.36,8.38,8,Yes,1,7,4,No
CLG0072,5.77,5.37,2,No,2,8,5,No
CLG0051,5.67,6.16,1,Yes,1,2,4,No
CLG0024,6.02,6.27,6,No,3,4,5,No
CLG0086,8.83,8.77,7,No,3,2,2,No
CLG0040,6.48,6.6,6,No,10,6,4,No
CLG0029,5.11,4.7,7,No,9,5,1,No
CLG0073,9.72,9.72,8,No,1,5,5,No
CLG0017,5.85,6.28,2,No,0,8,4,No
CLG0001,5.05,5.45,1,No,2,1,2,No
CLG0096,6.19,6.03,10,No,3,10,3,No
CLG0084,6.18,6.21,8,No,10,2,5,No
CLG0001,7.11,7.31,8,No,5,1,0,No
CLG0025,9.6,9.44,8,No,4,4,5,Yes
CLG0041,9.4,8.96,10,Yes,1,2,3,No
CLG0091,7.28,7.29,7,Yes,3,10,2,No
CLG0023,7.05,7.15,2,No,5,7,4,No
CLG0018,7.78,7.29,4,No,3,5,1,No
CLG0095,6.22,5.82,9,Yes,10,5,5,No
CLG0028,5.26,4.97,8,No,10,1,4,No
CLG0085,9.7,9.55,4,No,6,2,5,Yes
CLG0012,5.93,5.97,8,No,5,5,0,No
CLG0088,5.99,5.78,10,No,5,7,1,No
CLG0049,7.36,7.14,6,Yes,9,1,3,No
CLG0097,7.46,7.83,9,Yes,1,7,5,No
CLG0081,5.09,4.74,1,No,10,2,2,No
CLG0097,5.74,5.74,6,No,6,2,3,No
CLG0016,6.89,7.34,4,No,8,9,0,No
CLG0027,8.42,8.55,3,No,5,8,5,Yes
CLG0053,6.14,6.36,5,Yes,7,10,0,No
CLG0092,7.12,7.05,10,No,5,4,4,No
CLG0036,7.79,7.31,8,Yes,5,5,4,No
CLG0007,9.44,9.59,10,No,3,9,5,Yes
CLG0034,6.63,6.76,6,Yes,5,4,4,No
CLG0065,5.67,5.28,1,Yes,9,10,0,No
CLG0004,7.45,7.41,6,No,3,8,1,No
CLG0026,8.73,9.15,7,No,9,5,5,No
CLG0020,5.55,5.26,6,No,5,1,3,No
CLG0051,7.12,7.08,3,No,0,7,3,No
CLG0077,5.09,5.05,9,Yes,6,10,2,No
CLG0099,5.17,5.48,10,No,1,3,2,No
CLG0010,7.41,7.73,10,No,5,7,1,No
CLG0008,6.49,6.75,4,No,8,8,4,Yes
CLG0018,9.23,9.1,5,No,9,4,4,No
CLG0017,8.01,7.58,5,Yes,2,6,1,No
CLG0069,7.27,7.12,3,Yes,3,10,3,No
CLG0030,7.04,7.22,2,No,4,7,4,No
CLG0095,7.49,7.69,8,Yes,7,8,3,No
CLG0039,5.2,5.67,7,No,9,3,0,No
CLG0061,9.46,9.41,5,Yes,5,7,5,No
CLG0024,9.99,10.12,1,No,7,5,2,Yes
CLG0081,5.91,5.95,10,Yes,2,7,4,No
CLG0098,5.6,5.25,1,No,2,6,2,No
CLG0035,5.72,5.68,8,No,8,5,1,No
CLG0079,8.31,8.35,4,Yes,5,3,5,Yes
CLG0061,8.31,8.76,4,No,7,10,0,No
CLG0075,9.24,9.11,9,Yes,3,2,4,Yes
CLG0098,8.76,9.24,2,No,4,3,4,No
CLG0072,7.25,7.29,5,No,8,2,3,No
CLG0015,8.06,7.8,6,No,6,3,2,No
CLG0036,8.44,8.13,6,Yes,4,2,0,No
CLG0055,7.56,7.2,10,Yes,6,1,5,No
CLG0037,7.38,7.33,3,No,10,9,3,No
CLG0087,8.23,7.75,10,No,8,10,5,No
CLG0062,7.79,7.74,6,Yes,2,5,0,No
CLG0064,8.22,8.71,10,No,2,9,0,No
CLG0039,8.06,8.23,10,No,3,8,1,No
CLG0090,8.6,8.86,5,Yes,10,7,1,No
CLG0098,8.21,7.83,8,No,9,6,3,No
CLG0075,7.6,7.57,4,No,6,4,3,No
CLG0012,8.41,8.2,10,No,4,10,5,Yes
CLG0072,7.25,7.64,10,Yes,4,10,3,No
CLG0008,6.21,5.89,3,No,3,7,0,No
CLG0041,5.01,4.97,6,Yes,7,7,4,No
CLG0069,7.8,7.89,10,Yes,2,1,1,No
CLG0074,7.95,7.96,9,No,1,9,5,Yes
CLG0003,9.86,10.19,8,Yes,3,4,5,Yes
CLG0043,6.81,6.54,10,Yes,7,7,5,No
CLG0037,6.97,6.85,8,No,3,9,4,No
CLG0086,6.01,6.3,3,No,7,2,2,No
CLG0057,5.35,5.38,1,No,4,8,1,No
CLG0025,8.86,8.76,3,No,8,4,5,No
CLG0004,6.25,5.78,3,No,1,4,2,No
CLG0058,8.04,8.29,6,No,7,3,2,No
CLG0037,8.44,8.91,3,Yes,6,10,3,Yes
CLG0008,7.36,7.48,2,No,1,4,5,No
CLG0094,9.38,9.74,9,Yes,4,9,0,No
CLG0009,7.22,7.24,6,No,5,1,4,No
CLG0079,6.42,6.15,5,No,8,9,5,No
CLG0001,9.48,8.99,3,Yes,10,10,2,Yes
CLG0013,9.31,9.46,7,No,7,9,5,Yes
CLG0068,5.82,5.81,7,No,6,1,3,No
CLG0016,5.13,5.41,4,No,10,9,0,No
CLG0044,5.45,5.64,10,No,0,6,1,No
CLG0065,6.43,6.92,2,No,9,8,2,No
CLG0014,9.86,9.87,2,No,2,8,5,Yes
CLG0091,7.79,7.72,8,No,0,8,3,No
CLG0026,6.87,6.66,4,No,9,8,5,Yes
CLG0032,9.44,9.42,7,No,5,1,5,No
CLG0002,7.27,7.64,3,Yes,2,1,5,No
CLG0016,6.58,6.12,9,No,1,7,5,No
CLG0092,9.71,10.19,10,Yes,9,9,3,Yes
CLG0049,9.25,9.74,9,Yes,1,10,3,Yes
CLG0090,9.22,9.32,7,No,7,8,1,Yes
CLG0075,7.56,7.39,7,No,0,5,0,No
CLG0023,8.95,8.67,1,No,8,8,4,Yes
CLG0094,5.9,5.68,10,Yes,6,9,4,No
CLG0060,7.87,7.42,8,No,0,7,2,No
CLG0095,9.92,9.9,2,No,4,10,0,No
CLG0066,6.45,6.01,8,No,4,3,2,No
CLG0020,8.97,9.19,2,No,1,9,4,Yes
CLG0093,7.45,7.32,1,No,0,5,1,No
CLG0074,5.2,4.9,8,No,6,8,5,Yes
CLG0018,8.82,8.86,4,No,8,1,0,No
CLG0059,5.84,6.31,10,Yes,7,1,0,No
